Leguizamo잺losed,Closed,Leguizamo,Colombia,LGZ,,
Lahr,Medium airport,,Germany,LHA,EDTL,
Lost Harbor Sea Port잺losed,Closed,Lost Harbor,United States,LHB,,
Arlington Municipal잺losed,Closed,Arlington,United States,LHC,KLHC,
Alama Iqbal International,Medium airport,Lahore,Pakistan,LHE,OPLA,
Lightning Ridge,Medium airport,,Australia,LHG,YLRD,
Lereh,Small airport,Lereh-Papua Island,Indonesia,LHI,WAJL,
Guangzhou MR Air Base,Medium airport,Guanghua,China,LHK,ZHGH,
Lishan잺losed,Closed,Lishan,Taiwan,LHN,,
Lehu잺losed,Closed,Lehu,Papua New Guinea,LHP,,
London Heathrow,Large airport,London,United Kingdom,LHR,EGLL,
Las Heras,Medium airport,Las Heras,Argentina,LHS,SAVH,
Lianshulu,Small airport,Lianshulu Lodge,Namibia,LHU,FYLS,
William T. Piper Memorial,Small airport,Lock Haven,United States,LHV,KLHV,LHV
Lanzhou City,Medium airport,Lanzhou,China,LHW,ZLLL,
Liangping,Small airport,Liangping,China,LIA,ZULP,
Limbunya,Airport,Limbunya,Australia,LIB,YLIM,
Limon Municipal,Small airport,Limon,United States,LIC,KLIC,LIC
Valkenburg Naval Air Base잺losed,Closed,Leiden,Netherlands,LID,EHVB,
Libenge,Small airport,Libenge,Congo (Kinshasa),LIE,FZFA,
Lifou,Medium airport,Lifou,New Caledonia,LIF,NWWL,
Limoges,Medium airport,Limoges/Bellegarde,France,LIG,LFBL,
Lihue,Medium airport,Lihue,United States,LIH,PHLI,LIH
Mulia,Small airport,Mulia-Papua Island,Indonesia,LII,WAJM,
Long Island잺losed,Closed,Long Island,United States,LIJ,,
Likiep,Small airport,Likiep Island,Marshall Islands,LIK,,
Lille-Lesquin,Medium airport,Lille/Lesquin,France,LIL,LFQQ,
Jorge Ch?ez International,Large airport,Lima,Per?LIM,SPJC,,
Milano Linate,Large airport,Milan,Italy,LIN,LIML,
Limon International,Medium airport,Puerto Limon,Costa Rica,LIO,MRLM,
Lins,Medium airport,Lins,Brazil,LIP,SWXQ,
Lisala,Medium airport,,Congo (Kinshasa),LIQ,FZGA,
Daniel Oduber Quiros International,Medium airport,Liberia,Costa Rica,LIR,MRLB,
Lisbon Portela,Large airport,Lisbon,Portugal,LIS,LPPT,
Bill & Hillary Clinton National/Adams Field,Large airport,Little Rock,United States,LIT,KLIT,LIT
Linosa Heliport잺losed,Closed,Linosa,Italy,LIU,,
Livengood Camp,Small airport,Livengood,United States,LIV,4AK,4AK
Loikaw,Medium airport,Loikaw,Burma,LIW,VYLK,
Likoma Island,Small airport,Likoma Island,Malawi,LIX,FWLK,
Wright AAF (Fort Stewart)/Midcoast Regional,Small airport,Fort Stewart(Hinesville),United States,LIY,KLHW,LHW
Loring International,Small airport,Limestone,United States,LIZ,ME16,ME16
Lodja,Small airport,Lodja,Congo (Kinshasa),LJA,FZVA,
Lijiang,Medium airport,Lijiang,China,LJG,ZPLJ,
Texas Gulf Coast Regional,Medium airport,Angleton/Lake Jackson,United States,LJN,KLBX,LBX
Ljubljana Jo엁 Pu?nik,Large airport,Ljubljana,Slovenia,LJU,LJLJ,
Gewayentana,Small airport,Larantuka-Flores Island,Indonesia,LKA,WATL,
Lakeba Island,Small airport,Lakeba Island,Fiji,LKB,NFNK,
Lekana,Small airport,Lekana,Congo (Brazzaville),LKC,,
Lakeland,Small airport,Lakeland Downs,Australia,LKD,YLND,
Kenmore Air Harbor,Seaplane base,Seattle,United States,LKE,W55,W55
Lokichoggio,Medium airport,Lokichoggio,Kenya,LKG,HKLK,
Long Akah,Small airport,Long Akah,Malaysia,LKH,WBGL,
Lakeside USAF잺losed,Closed,"Duluth, MN",United States,LKI,,
Kulik Lake,Small airport,Kulik Lake,United States,LKK,PAKL,LKK
Banak,Medium airport,Lakselv,Norway,LKL,ENNA,
Leknes,Medium airport,Leknes,Norway,LKN,ENLK,
Chaudhary Charan Singh International,Medium airport,Lucknow,India,LKO,VILK,
Lake Placid,Small airport,Lake Placid,United States,LKP,KLKP,LKP
Las Khoreh잺losed,Closed,Las Khoreh,Somalia,LKR,,
Lakeside잺losed,Closed,Lakeside,United States,LKS,,
Lakota잺losed,Closed,Lakota,C?e d'Ivoire,LKT,,
Lake Rudolf,Small airport,Lake Rudolf,Kenya,LKU,,
Lake County,Small airport,Lakeview,United States,LKV,KLKV,LKV
Lekhwair,Small airport,,Oman,LKW,OOLK,
Lake Manyara,Medium airport,Lake Manyara National Park,Tanzania,LKY,HTLM,
RAF Lakenheath,Large airport,Lakenheath,United Kingdom,LKZ,EGUL,
Lule?Large airport,Lule?Sweden,LLA,ESPA,,,
Riverside,Medium airport,Malelane,South Africa,LLE,FAMN,
Lingling,Medium airport,Yongzhou,China,LLF,ZGLG,
Chillagoe,Small airport,,Australia,LLG,YCGO,
Reginaldo Hammer,Small airport,La Lima,Honduras,LLH,,
Lalibella,Small airport,Lalibela,Ethiopia,LLI,HALL,
Lalmonirhat,Small airport,Lalmonirhat,Bangladesh,LLJ,VGLM,
Lankaran International,Small airport,Lankaran,Azerbaijan,LLK,UBBL,
Lissadell잺losed,Closed,Lissadell Station,Australia,LLL,,
Long Lama잺losed,Closed,Long Lama,Malaysia,LLM,,
Kelila,Small airport,Kelila-Papua Island,Indonesia,LLN,,
Linda Downs잺losed,Closed,Linda Downs,Australia,LLP,,
Alferez Armando Rodriguez,Small airport,Las Lomitas,Argentina,LLS,SATK,
Alluitsup Paa,Heliport,Alluitsup Paa,Greenland,LLU,BGAP,
Lilongwe International,Medium airport,Lilongwe,Malawi,LLW,FWKI,
Caledonia County,Small airport,Lyndonville,United States,LLX,KCDA,CDA
South Jersey Regional,Small airport,Mount Holly,United States,LLY,KVAY,VAY
Lake Minchumina잺losed,Closed,Lake Minchumina,United States,LMA,,
Salima,Small airport,Salima,Malawi,LMB,FWSM,
La Macarena,Small airport,La Macarena,Colombia,LMC,SKNA,
Los Menucos,Small airport,Los Menucos,Argentina,LMD,,
Le Mans-Arnage,Medium airport,Le Mans/Arnage,France,LME,LFRM,
Lamassa잺losed,Closed,Lamassa,Papua New Guinea,LMG,,
Limon잺losed,Closed,Limon,Honduras,LMH,,
Lumi,Small airport,Lumi,Papua New Guinea,LMI,AYLU,
Lae Island,Small airport,Lae Island,Marshall Islands,LML,,
Valle del Fuerte International,Medium airport,Los Mochis,Mexico,LMM,MMLM,
Limbang,Medium airport,Limbang,Malaysia,LMN,WBGJ,
RAF Lossiemouth,Medium airport,Lossiemouth,United Kingdom,LMO,EGQS,
Lampedusa,Medium airport,Lampedusa,Italy,LMP,LICD,
Marsa Brega,Medium airport,,Libya,LMQ,HLMB,
Lime Acres Finsch Mine,Medium airport,Lime Acres,South Africa,LMR,FALC,
Louisville Winston County,Small airport,Louisville,United States,LMS,KLMS,LMS
Crater Lake-Klamath Regional,Medium airport,Klamath Falls,United States,LMT,KLMT,LMT
Lopez De Micay잺losed,Closed,Lopez De Micay,Colombia,LMX,,
Lake Murray,Small airport,Lake Murray,Papua New Guinea,LMY,AYLM,
Palma잺losed,Closed,Palma,Mozambique,LMZ,,
Palm Beach County Park,Small airport,West Palm Beach,United States,LNA,KLNA,LNA
Lamen Bay,Small airport,Lamen Bay,Vanuatu,LNB,NVSM,
Lengbati,Small airport,,Papua New Guinea,LNC,AYLT,
Hunt Field,Medium airport,Lander,United States,LND,KLND,LND
Lonorore,Small airport,Lonorore,Vanuatu,LNE,NVSO,
Munbil,Small airport,,Papua New Guinea,LNF,,
Lese,Small airport,Lese,Papua New Guinea,LNG,AYLS,
Lake Nash,Small airport,Alpurrurulam,Australia,LNH,YLKN,
Lonely Air Station,Small airport,Lonely,United States,LNI,PALN,AK71
Lintsang Airfield,Medium airport,Lincang,China,LNJ,ZPLC,
Lincoln,Medium airport,Lincoln,United States,LNK,KLNK,LNK
Langimar,Small airport,,Papua New Guinea,LNM,AYLN,
Willoughby Lost Nation Municipal,Small airport,Willoughby,United States,LNN,KLNN,LNN
Leonora,Medium airport,Leonora,Australia,LNO,YLEO,
Lonesome Pine,Small airport,Wise,United States,LNP,KLNP,LNP
Loani잺losed,Closed,Loani,Papua New Guinea,LNQ,,
Tri-County Regional,Small airport,Lone Rock,United States,LNR,KLNR,LNR
Lancaster,Medium airport,Lancaster,United States,LNS,KLNS,LNS
Londolovit,Small airport,Londolovit,Papua New Guinea,LNV,AYKY,
Smolensk North,Medium airport,Smolensk,Russia,LNX,UUBS,
Lanai,Medium airport,Lanai City,United States,LNY,PHNY,LNY
Linz H?sching,Medium airport,Linz,Austria,LNZ,LOWL,
Lorraine,Small airport,,Australia,LOA,YLOR,
San Rafael,Small airport,Los Andes,Chile,LOB,SCAN,
Lock,Small airport,Lock,Australia,LOC,YLOK,
Longana,Small airport,Longana,Vanuatu,LOD,NVSG,
Loei,Medium airport,,Thailand,LOE,VTUL,
Loen잺losed,Closed,Loen Island,Marshall Islands,LOF,,
Longview잺losed,Closed,Longview,United States,LOG,,
Camilo Ponce Enriquez,Small airport,La Toma (Catamayo),Ecuador,LOH,SETM,
Helmuth Baungarten,Small airport,Lontras,Brazil,LOI,SSLN,
Lodwar,Medium airport,Lodwar,Kenya,LOK,HKLO,
Derby Field,Medium airport,Lovelock,United States,LOL,KLOL,LOL
Francisco Primo de Verdad y Ramos잺losed,Closed,Lagos de Moreno,Mexico,LOM,,
Laghouat,Medium airport,Laghouat,Algeria,LOO,DAUL,
Lombok International,Medium airport,Mataram,Indonesia,LOP,WADL,
Lobatse,Small airport,Lobatse,Botswana,LOQ,FBLO,
Lowe AHP (Fort Rucker),Heliport,Fort Rucker Ozark,United States,LOR,KLOR,LOR
Murtala Muhammed International,Large airport,Lagos,Nigeria,LOS,DNMM,
Lewis University,Small airport,Chicago/Romeoville,United States,LOT,KLOT,LOT
Bowman Field,Medium airport,Louisville,United States,LOU,KLOU,LOU
Monclova International,Medium airport,,Mexico,LOV,MMMV,
Louisa County/Freeman Field,Small airport,Louisa,United States,LOW,KLKU,LKU
Los Tablones잺losed,Closed,Los Tablones,Guatemala,LOX,,
Loyengalani,Small airport,Loyengalani,Kenya,LOY,HKLY,
London-Corbin/Magee Field,Medium airport,London,United States,LOZ,KLOZ,LOZ
Gran Canaria,Large airport,Gran Canaria Island,Spain,LPA,GCLP,
El Alto International,Medium airport,La Paz / El Alto,Bolivia,LPB,SLLP,
Lompoc,Small airport,Lompoc,United States,LPC,KLPC,LPC
La Pedrera,Small airport,La Pedrera,Colombia,LPD,SKLP,
La Primavera,Small airport,La Primavera,Colombia,LPE,SKIM,
La Plata,Medium airport,La Plata,Argentina,LPG,SADL,
Link?ing City,Medium airport,Link?ing,Sweden,LPI,ESSL,
Armando Schwarck,Small airport,Guayabal,Venezuela,LPJ,SVAS,
Lipetsk,Medium airport,Lipetsk,Russia,LPK,UUOL,
Liverpool John Lennon,Large airport,Liverpool,United Kingdom,LPL,EGGP,
Lamap,Small airport,Lamap,Vanuatu,LPM,NVSL,
Leron Plains,Small airport,Leron Plains,Papua New Guinea,LPN,AYLP,
La Porte Municipal,Small airport,La Porte,United States,LPO,KPPO,PPO
Lappeenranta,Medium airport,Lappeenranta,Finland,LPP,EFLP,
Luang Prabang International,Medium airport,Luang Prabang,Laos,LPQ,VLLB,
Lopez Island,Small airport,Lopez,United States,LPS,S31,S31
Lampang,Medium airport,,Thailand,LPT,VTCL,
Long Apung,Small airport,Long Apung-Borneo Island,Indonesia,LPU,WALP,
Little Port Walter잺losed,Closed,Little Port Walter,United States,LPW,,
Liep?ja International,Medium airport,Liep?ja,Latvia,LPX,EVLA,
Le Puy-Loudes,Medium airport,Le Puy/Loudes,France,LPY,LFHP,
Pickens County,Small airport,Pickens,United States,LQK,KLQK,LQK
Caucaya,Small airport,Puerto Legu?amo,Colombia,LQM,SKLG,
Qala-I-Naw,Small airport,Qala-I-Naw,Afghanistan,LQN,OAQN,
Larisa,Small airport,Larisa,Greece,LRA,LGLR,
Leribe,Small airport,Leribe,Lesotho,LRB,FXLR,
R.A.F.잺losed,Closed,Laarbruch,Germany,LRC,,
Laredo International,Medium airport,Laredo,United States,LRD,KLRD,LRD
Longreach,Medium airport,Longreach,Australia,LRE,YLRE,
Little Rock Air Force Base,Medium airport,Jacksonville,United States,LRF,KLRF,LRF
Loralai,Small airport,Loralai,Pakistan,LRG,OPLL,
La Rochelle-?e de R?Medium airport,La Rochelle/?e de R?France,LRH,LFBH,,,
Lorica잺losed,Closed,Lorica,Colombia,LRI,,
Le Mars Municipal,Small airport,Le Mars,United States,LRJ,KLRJ,LRJ
Niamtougou International,Medium airport,Niamtougou,Togo,LRL,DXNG,
Casa De Campo International,Medium airport,La Romana,Dominican Republic,LRM,MDLR,
Sharpe AAF잺losed,Closed,Lathrop,United States,LRO,,
Laurie River,Small airport,Laurie River,Canada,LRQ,CJC8,
Lar,Medium airport,Lar,Iran,LRR,OISL,
Leros,Small airport,Leros Island,Greece,LRS,LGLE,
Lorient South Brittany (Bretagne Sud),Medium airport,Lorient/Lann/Bihou?France,LRT,LFRH,,
Las Cruces International,Medium airport,Las Cruces,United States,LRU,KLRU,LRU
Los Roques,Small airport,Gran Roque Island,Venezuela,LRV,SVRS,
Losuia,Small airport,Losuia,Papua New Guinea,LSA,AYKA,
Lordsburg Municipal,Small airport,Lordsburg,United States,LSB,KLSB,LSB
La Florida,Medium airport,La Serena-Coquimbo,Chile,LSC,SCSE,
La Crosse Municipal,Medium airport,La Crosse,United States,LSE,KLSE,LSE
Lawson Army Air Field (Fort Benning),Medium airport,Fort Benning(Columbus),United States,LSF,KLSF,LSF
Lashio,Medium airport,Lashio,Burma,LSH,VYLS,
Sumburgh,Medium airport,Lerwick,United Kingdom,LSI,EGPB,
Long Island,Small airport,Long Island,Papua New Guinea,LSJ,AYLX,
Lusk Municipal,Small airport,Lusk,United States,LSK,KLSK,LSK
Los Chiles,Medium airport,Los Chiles,Costa Rica,LSL,MRLC,
Long Semado,Small airport,Long Semado,Malaysia,LSM,WBGD,
Los Banos Municipal,Small airport,Los Banos,United States,LSN,KLSN,LSN
Les Sables-d'Olonne Talmont,Small airport,Les Sables-d'Olonne,France,LSO,LFOO,
Josefa Camejo International,Medium airport,Paraguan?Venezuela,LSP,SVJC,,
Mar? Dolores,Small airport,Los Angeles,Chile,LSQ,SCGE,
Lost River잺losed,Closed,Lost River,United States,LSR,,
Terre-de-Haut,Small airport,Les Saintes,Guadeloupe,LSS,TFFS,
Launceston,Medium airport,Launceston,Australia,LST,YMLT,
Long Sukang,Small airport,Long Sukang,Malaysia,LSU,WBGU,
Nellis Air Force Base,Medium airport,Las Vegas,United States,LSV,KLSV,LSV
Malikus Saleh,Small airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM,
Lhok Sukon,Medium airport,Lhok Sukon-Sumatra Island,Indonesia,LSX,WITL,
Lismore,Medium airport,Lismore,Australia,LSY,YLIS,
Lo쉏nj Island,Small airport,Lo쉏nj,Croatia,LSZ,LDLO,
Tzaneen,Medium airport,Tzaneen,South Africa,LTA,FATZ,
Latrobe잺losed,Closed,Latrobe,Australia,LTB,,
Lai,Small airport,Lai,Chad,LTC,FTTH,
Ghadames East,Medium airport,Ghadames,Libya,LTD,HLTD,
Leitre,Small airport,Leitre,Papua New Guinea,LTF,,
Langtang,Small airport,Langtang,Nepal,LTG,VNLT,
Lathrop Wells / Jackass Aeropark잺losed,Closed,Amargosa Valley,United States,LTH,,
Altai,Medium airport,Altai,Mongolia,LTI,ZMAT,
Bassel Al-Assad International,Large airport,Latakia,Syria,LTK,OSLK,
Lastourville,Small airport,Lastourville,Gabon,LTL,FOOR,
Lethem,Medium airport,Lethem,Guyana,LTM,SYLT,
London Luton,Large airport,London,United Kingdom,LTN,EGGW,
Loreto International,Medium airport,Loreto,Mexico,LTO,MMLT,
Lyndhurst,Small airport,Lyndhurst,Australia,LTP,YLHS,
Le Touquet-C?e d'Opale,Medium airport,Le Touquet-Paris-Plage,France,LTQ,LFAT,
Letterkenny,Small airport,Letterkenny,Ireland,LTR,EILT,
Altus Air Force Base,Large airport,Altus,United States,LTS,KLTS,LTS
La M?e,Small airport,La M?e,France,LTT,LFTZ,
Murod Kond,Medium airport,Latur,India,LTU,VALT,
Lotus Vale,Small airport,Lotus Vale,Australia,LTV,YLOV,
St. Mary's County Regional,Small airport,Leonardtown,United States,LTW,2W6,2W6
Cotopaxi International,Large airport,Latacunga,Ecuador,LTX,SELT,
Lukla,Small airport,Lukla,Nepal,LUA,VNLK,
Lumid Pau,Small airport,Lumid Pau,Guyana,LUB,SYLP,
Laucala Island,Small airport,Laucala Island,Fiji,LUC,NFNH,
Luderitz,Medium airport,Luderitz,Namibia,LUD,FYLZ,
Lu?enec,Small airport,Lu?enec,Slovakia,LUE,LZLU,
Luke Air Force Base,Large airport,Glendale,United States,LUF,KLUF,LUF
Lugano,Medium airport,Lugano,Switzerland,LUG,LSZA,
Ludhiana,Medium airport,,India,LUH,VILD,
Carta,Small airport,La Uni?,Honduras,LUI,MHCR,
Lusikisiki,Small airport,Lusikisiki,South Africa,LUJ,FALK,
Cincinnati Municipal Lunken Field,Medium airport,Cincinnati,United States,LUK,KLUK,LUK
Hesler Noble Field,Small airport,Laurel,United States,LUL,KLUL,LUL
Mangshi,Medium airport,Luxi,China,LUM,ZPMS,
Kenneth Kaunda International Lusaka,Large airport,Lusaka,Zambia,LUN,FLKK,
Luena,Medium airport,Luena,Angola,LUO,FNUE,
Kalaupapa,Small airport,Kalaupapa,United States,LUP,PHLU,LUP
Brigadier Mayor D Cesar Raul Ojeda,Medium airport,San Luis,Argentina,LUQ,SAOU,
Cape Lisburne LRRS,Medium airport,Cape Lisburne,United States,LUR,PALU,LUR
Lusanga,Small airport,Lusanga,Congo (Kinshasa),LUS,FZCE,
New Laura,Small airport,,Australia,LUT,YLRS,
Laura,Small airport,,Australia,LUU,YLRA,
Dumatumbun,Medium airport,Langgur-Seram Island,Indonesia,LUV,WAPL,
Bubung,Medium airport,Luwok-Celebes Island,Indonesia,LUW,WAMW,
Luxembourg-Findel International,Large airport,Luxembourg,Luxembourg,LUX,ELLX,
Lublin,Medium airport,Lublin,Poland,LUZ,EPLB,
Laval-Entrammes,Medium airport,Laval/Entrammes,France,LVA,LFOV,
Livramento do Brumado,Small airport,Livramento De Nossa Senhora,Brazil,LVB,SNLB,
Lime Village,Small airport,Lime Village,United States,LVD,2AK,2AK
Harry Mwanga Nkumbula International,Medium airport,Livingstone,Zambia,LVI,FLHN,
Livermore Municipal,Small airport,Livermore,United States,LVK,KLVK,LVK
Lawrenceville Brunswick Municipal,Small airport,Lawrenceville,United States,LVL,KLVL,LVL
Mission Field,Medium airport,Livingston,United States,LVM,KLVM,LVM
Laverton,Small airport,,Australia,LVO,YLTN,
Lavan Island,Medium airport,,Iran,LVP,OIBV,
Municipal Bom Futuro,Small airport,Lucas do Rio Verde,Brazil,LVR,SILC,
Las Vegas Municipal,Medium airport,Las Vegas,United States,LVS,KLVS,LVS
Greenbrier Valley,Medium airport,Lewisburg,United States,LWB,KLWB,LWB
Lawrence Municipal,Small airport,Lawrence,United States,LWC,KLWC,LWC
Lewoleba,Small airport,Lewoleba-Lembata Island,Indonesia,LWE,WATW,
Lawn Hill,Small airport,,Australia,LWH,YLAH,
Lowai,Small airport,Lowai,Papua New Guinea,LWI,AYLO,
Lerwick / Tingwall,Small airport,Lerwick,United Kingdom,LWK,EGET,
Wells Municipal/Harriet Field,Small airport,Wells,United States,LWL,KLWL,LWL
Lawrence Municipal,Medium airport,Lawrence,United States,LWM,KLWM,LWM
Gyumri Shirak,Medium airport,Gyumri,Armenia,LWN,UDSG,
Lviv International,Medium airport,Lviv,Ukraine,LWO,UKLL,
Leeuwarden Air Base,Medium airport,Leeuwarden,Netherlands,LWR,EHLW,
Lewiston Nez Perce County,Medium airport,Lewiston,United States,LWS,KLWS,LWS
Lewistown Municipal,Medium airport,Lewistown,United States,LWT,KLWT,LWT
Lawrenceville Vincennes International,Small airport,Lawrenceville,United States,LWV,KLWV,LWV
Lawas,Small airport,Lawas,Malaysia,LWY,WBGW,
Lhasa Gonggar,Medium airport,Lhasa,China,LXA,ZULS,
Luang Namtha,Small airport,Luang Namtha,Laos,LXG,VLLN,
Linxi잺losed,Closed,Linxi,China,LXI,,
Jim Kelly Field,Small airport,Lexington,United States,LXN,KLXN,LXN
Luxor International,Large airport,Luxor,Egypt,LXR,HELX,
Limnos,Small airport,Limnos Island,Greece,LXS,LGLM,
Lukulu,Small airport,Lukulu,Zambia,LXU,FLLK,
Lake County,Small airport,Leadville,United States,LXV,KLXV,LXV
Luoyang,Small airport,Luoyang,China,LYA,ZHLY,
Edward Bodden Airfield,Medium airport,Little Cayman,Cayman Islands,LYB,MWCL,
Lycksele,Medium airport,,Sweden,LYC,ESNL,
RAF Lyneham잺losed,Closed,Lyneham,United Kingdom,LYE,EGDL,
Lianyungang,Small airport,Lianyungang,China,LYG,ZSLG,
Lynchburg Regional Preston Glenn Field,Medium airport,Lynchburg,United States,LYH,KLYH,LYH
Shubuling,Small airport,Linyi,China,LYI,ZSLY,
Lunyuk,Small airport,Lunyuk-Simbawa Island,Indonesia,LYK,WADU,
Lyon-Bron,Medium airport,Lyon/Bron,France,LYN,LFLY,
Lyons-Rice County Municipal,Small airport,Lyons,United States,LYO,KLYO,LYO
Faisalabad International,Medium airport,Faisalabad,Pakistan,LYP,OPFA,
"Svalbard, Longyear",Medium airport,Longyearbyen,Norway,LYR,ENSB,
Lyon Saint-Exup?y,Medium airport,Lyon,France,LYS,LFLL,
Lady Elliot Island Airstrip,Small airport,Lady Elliot Island,Australia,LYT,,
Ely Municipal,Medium airport,Ely,United States,LYU,KELO,ELO
Lydd,Medium airport,"Lydd, Ashford",United Kingdom,LYX,EGMD,
Luiza,Small airport,Luiza,Congo (Kinshasa),LZA,FZUG,
L?aro C?denas,Medium airport,L?aro C?denas,Mexico,LZC,MMLC,
Lanzhoudong잺losed,Closed,Lanzhou,China,LZD,,
Liuzhou Bailian,Medium airport,Liuzhou,China,LZH,ZGZH,
Luozi,Small airport,Luozi,Congo (Kinshasa),LZI,FZAL,
Luzamba,Small airport,Luzamba,Angola,LZM,FNLZ,
Matsu Nangan,Medium airport,Nangang Island,Taiwan,LZN,RCFG,
Luzhou,Small airport,Luzhou,China,LZO,ZULZ,
[Duplicate] Lizard Island,Small airport,,Australia,LZR,YLZI,
Gwinnett County Briscoe Field,Small airport,Lawrenceville,United States,LZU,KLZU,LZU
Nyingchi,Medium airport,Nyingchi,China,LZY,ZUNZ,
Chennai International,Large airport,Chennai,India,MAA,VOMM,
Jo? Correa da Rocha,Medium airport,Marab?Brazil,MAB,SBMA,,
Macon Downtown,Small airport,Macon,United States,MAC,KMAC,MAC
Adolfo Su?ez Madrid뺹arajas,Large airport,Madrid,Spain,MAD,LEMD,
Madera Municipal,Small airport,Madera,United States,MAE,KMAE,MAE
Midland International,Medium airport,Midland,United States,MAF,KMAF,MAF
Madang,Medium airport,Madang,Papua New Guinea,MAG,AYMD,
Menorca,Medium airport,Menorca Island,Spain,MAH,LEMH,
Mangochi,Medium airport,Mangochi,Malawi,MAI,FWMG,
Marshall Islands International,Medium airport,Majuro Atoll,Marshall Islands,MAJ,PKMJ,
Malakal,Medium airport,Malakal,South Sudan,MAK,HSSM,
"Mangole, Falabisahaya",Small airport,Mangole Island,Indonesia,MAL,WAPE,
General Servando Canales International,Medium airport,Matamoros,Mexico,MAM,MMMA,
Manchester,Large airport,Manchester,United Kingdom,MAN,EGCC,
Eduardo Gomes International,Medium airport,Manaus,Brazil,MAO,SBEG,
Mamai,Small airport,Mamai,Papua New Guinea,MAP,,
Mae Sot,Medium airport,,Thailand,MAQ,VTPM,
La Chinita International,Medium airport,Maracaibo,Venezuela,MAR,SVMC,
Momote,Medium airport,Manus Island,Papua New Guinea,MAS,AYMO,
Tshimpi,Small airport,Matadi,Congo (Kinshasa),MAT,FZAM,
Maupiti,Medium airport,,French Polynesia,MAU,NTTP,
Maloelap Island,Small airport,Maloelap Island,Marshall Islands,MAV,,
Malden Regional,Small airport,Malden,United States,MAW,KMAW,MAW
Ouro Sogui,Medium airport,Matam,Senegal,MAX,GOSM,
Clarence A. Bain,Medium airport,Mangrove Cay,Bahamas,MAY,MYAB,
Eugenio Maria De Hostos,Medium airport,Mayaguez,Puerto Rico,MAZ,TJMZ,MAZ
Mombasa Moi International,Large airport,Mombasa,Kenya,MBA,HKMO,
Marble Bar,Small airport,,Australia,MBB,YMBL,
M'Bigou,Small airport,M'Bigou,Gabon,MBC,FOGG,
Mmabatho International,Medium airport,Mafeking,South Africa,MBD,FAMM,
Monbetsu,Medium airport,Monbetsu,Japan,MBE,RJEB,
Mount Buffalo잺losed,Closed,Mount Buffalo,Australia,MBF,,
Mobridge Municipal,Medium airport,Mobridge,United States,MBG,KMBG,MBG
Maryborough,Small airport,,Australia,MBH,YMYB,
Mbeya,Small airport,Mbeya,Tanzania,MBI,HTMB,
Sangster International,Medium airport,Montego Bay,Jamaica,MBJ,MKJS,
Regional Orlando Villas Boas,Small airport,Matup?Brazil,MBK,SWXM,,
Manistee Co Blacker,Small airport,Manistee,United States,MBL,KMBL,MBL
Mkambati,Small airport,Mkambati,South Africa,MBM,,
Mt Barnett잺losed,Closed,Mt Barnett,Australia,MBN,,
Mamburao,Medium airport,,Philippines,MBO,RPUM,
Moyobamba,Small airport,Moyobamba,Per?MBP,SPBB,,
Mbarara,Small airport,Mbarara,Uganda,MBQ,HUMA,
